0.000424929 13
0.000123815 26
0.00015781 39
0.00031282 52
0.000276753 65
0.00029488 78
0.000325912 91
0.000354254 104
0.000427899 117
0.000437746 130
0.000476514 143
0.000521466 156
0.000609114 169
0.001027827 182
0.000979778 195
0.000701984 208
0.000738753 221
0.000781297 234
0.000860994 247
0.00089229 260
0.000903994 273
0.001382275 286
0.001015298 299
0.001039327 312
0.002703392 325
0.001091118 338
0.001069935 351
0.001152084 364
0.001155479 377
0.001214955 390
0.001333635 403
0.001332428 416
0.001291628 429
0.00141661 442
0.001372903 455
0.001403938 468
0.001850863 481
0.001466453 494
0.001619231 507
0.001503804 520
0.001557421 533
0.00159205 546
0.001647908 559
0.001699276 572
0.001819818 585
0.002310001 598
0.001821336 611
0.001845555 624
0.001846903 637
0.002058416 650
0.001959007 663
0.001958672 676
0.002008378 689
0.002326617 702
0.002287731 715
0.002107518 728
0.002138856 741
0.002229499 754
0.002486822 767
0.00228397 780
0.002326361 793
0.00232551 806
0.002512547 819
0.002402991 832
0.002444379 845
0.002488157 858
0.003027662 871
0.002698779 884
0.002596424 897
0.002781242 910
0.002688456 923
0.003033584 936
0.003108273 949
0.002922532 962
0.00283374 975
0.002881552 988
0.003369814 1001
0.003285819 1014
0.002973019 1027
0.003240579 1040
0.00321626 1053
0.003162524 1066
0.003264809 1079
0.003229053 1092
0.003217741 1105
0.003403482 1118
0.003315839 1131
0.003308976 1144
0.003541025 1157
0.003431418 1170
0.003587932 1183
0.003660475 1196
0.003969997 1209
0.004315319 1222
0.004124189 1235
0.003948986 1248
0.003960054 1261
0.004617462 1274
0.003959699 1287
