0.000199596 13
0.000237217 26
0.000528484 39
0.001069223 52
0.000591398 65
0.000672568 78
0.000789386 91
0.000919077 104
0.000990047 117
0.001113328 130
0.001230939 143
0.001333923 156
0.001760881 169
0.002544385 182
0.001681957 195
0.001778933 208
0.001885143 221
0.001983642 234
0.002136922 247
0.002210904 260
0.002470682 273
0.002546088 286
0.002670758 299
0.002674967 312
0.002740145 325
0.002815643 338
0.003066101 351
0.003096978 364
0.00318481 377
0.003232695 390
0.003374065 403
0.003464962 416
0.003549937 429
0.003687798 442
0.003754483 455
0.003922921 468
0.004016 481
0.00407334 494
0.004189299 507
0.004324184 520
0.004393077 533
0.004531844 546
0.004672545 559
0.004755723 572
0.004810906 585
0.005495506 598
0.005085969 611
0.005140885 624
0.005256018 637
0.005424366 650
0.005452184 663
0.005549777 676
0.00568314 689
0.005795398 702
0.005935361 715
0.006004138 728
0.006116074 741
0.006193243 754
0.006420978 767
0.006739308 780
0.006543696 793
0.006694921 806
0.006770393 819
0.006838758 832
0.006928887 845
0.007081471 858
0.007301205 871
0.007325969 884
0.007394083 897
0.00754076 910
0.00757724 923
0.007825449 936
0.007853053 949
0.007898569 962
0.008031118 975
0.015143122 988
0.008240993 1001
0.008585497 1014
0.008671127 1027
0.008547618 1040
0.00887406 1053
0.008806444 1066
0.008994233 1079
0.009069287 1092
0.009315356 1105
0.009259025 1118
0.009332734 1131
0.009427916 1144
0.009893698 1157
0.009941568 1170
0.009935885 1183
0.009917365 1196
0.01026575 1209
0.01053408 1222
0.011588298 1235
0.011486799 1248
0.011798373 1261
0.011207435 1274
0.011539969 1287
